6677.6s 1 
6677.6s 2 This could be a false alarm, with some parameters getting used by language bindings but
6677.6s 3 then being mistakenly passed down to XGBoost core, or some parameter actually being used
6677.6s 4 but getting flagged wrongly here. Please open an issue if you find any such cases.
6677.6s 5 
6677.6s 6 
6677.6s 7 /opt/conda/lib/python3.7/site-packages/xgboost/sklearn.py:797: UserWarning: `eval_metric` in `fit` method is deprecated for better compatibility with scikit-learn, use `eval_metric` in constructor or`set_params` instead.
6677.6s 8 UserWarning,
6677.6s 9 [0]	validation_0-mlogloss:1.70836
7644.6s 2867 [110]	validation_0-mlogloss:0.49681
7645.3s 2868 [111]	validation_0-mlogloss:0.49583
7645.9s 2869 [112]	validation_0-mlogloss:0.49526
7646.5s 2870 [113]	validation_0-mlogloss:0.49407
7647.1s 2871 [114]	validation_0-mlogloss:0.49337
7647.7s 2872 [115]	validation_0-mlogloss:0.49285
7650.4s 2873 [116]	validation_0-mlogloss:0.49207
7650.4s 2874 [117]	validation_0-mlogloss:0.49141
7650.4s 2875 [118]	validation_0-mlogloss:0.48995
7650.7s 2876 [119]	validation_0-mlogloss:0.48906
7651.3s 2877 [120]	validation_0-mlogloss:0.48853
7651.9s 2878 [121]	validation_0-mlogloss:0.48806
7652.6s 2879 [122]	validation_0-mlogloss:0.48739
7653.2s 2880 [123]	validation_0-mlogloss:0.48644
7653.9s 2881 [124]	validation_0-mlogloss:0.48587
7654.5s 2882 [125]	validation_0-mlogloss:0.48518
7655.2s 2883 [126]	validation_0-mlogloss:0.48471
7655.9s 2884 [127]	validation_0-mlogloss:0.48374
7656.5s 2885 [128]	validation_0-mlogloss:0.48306
7657.2s 2886 [129]	validation_0-mlogloss:0.48248
7657.9s 2887 [130]	validation_0-mlogloss:0.48173
7658.6s 2888 [131]	validation_0-mlogloss:0.48141
7659.4s 2889 [132]	validation_0-mlogloss:0.48063
7660.1s 2890 [133]	validation_0-mlogloss:0.48005
7660.8s 2891 [134]	validation_0-mlogloss:0.47952
7661.6s 2892 [135]	validation_0-mlogloss:0.47906
7662.3s 2893 [136]	validation_0-mlogloss:0.47782
7663.0s 2894 [137]	validation_0-mlogloss:0.47714
7663.7s 2895 [138]	validation_0-mlogloss:0.47656
7664.4s 2896 [139]	validation_0-mlogloss:0.47584
7665.2s 2897 [140]	validation_0-mlogloss:0.47514
7665.9s 2898 [141]	validation_0-mlogloss:0.47461
7666.7s 2899 [142]	validation_0-mlogloss:0.47356
7667.4s 2900 [143]	validation_0-mlogloss:0.47315
7668.2s 2901 [144]	validation_0-mlogloss:0.47272
7668.9s 2902 [145]	validation_0-mlogloss:0.47219
7669.7s 2903 [146]	validation_0-mlogloss:0.47198
7670.6s 2904 [147]	validation_0-mlogloss:0.47138
7671.4s 2905 [148]	validation_0-mlogloss:0.47104
7672.2s 2906 [149]	validation_0-mlogloss:0.47041
7672.9s 2907 [150]	validation_0-mlogloss:0.47012
7673.7s 2908 [151]	validation_0-mlogloss:0.46959
7674.5s 2909 [152]	validation_0-mlogloss:0.46904
7675.3s 2910 [153]	validation_0-mlogloss:0.46859
7676.1s 2911 [154]	validation_0-mlogloss:0.46796
7677.0s 2912 [155]	validation_0-mlogloss:0.46776
7678.0s 2913 [156]	validation_0-mlogloss:0.46722
7678.8s 2914 [157]	validation_0-mlogloss:0.46662
7679.6s 2915 [158]	validation_0-mlogloss:0.46614
7682.6s 2916 [159]	validation_0-mlogloss:0.46570
7682.6s 2917 [160]	validation_0-mlogloss:0.46531
7682.8s 2918 [161]	validation_0-mlogloss:0.46498
7683.6s 2919 [162]	validation_0-mlogloss:0.46440
7684.5s 2920 [163]	validation_0-mlogloss:0.46420
7685.3s 2921 [164]	validation_0-mlogloss:0.46357
7686.2s 2922 [165]	validation_0-mlogloss:0.46328
7687.0s 2923 [166]	validation_0-mlogloss:0.46287
7687.9s 2924 [167]	validation_0-mlogloss:0.46186
7688.8s 2925 [168]	validation_0-mlogloss:0.46157
7689.7s 2926 [169]	validation_0-mlogloss:0.46081
7690.6s 2927 [170]	validation_0-mlogloss:0.46051
7691.5s 2928 [171]	validation_0-mlogloss:0.46011
7692.6s 2929 [172]	validation_0-mlogloss:0.45985
7693.5s 2930 [173]	validation_0-mlogloss:0.45949
7694.4s 2931 [174]	validation_0-mlogloss:0.45899
7695.3s 2932 [175]	validation_0-mlogloss:0.45872
7696.2s 2933 [176]	validation_0-mlogloss:0.45832
7697.1s 2934 [177]	validation_0-mlogloss:0.45756
7698.1s 2935 [178]	validation_0-mlogloss:0.45710
7699.0s 2936 [179]	validation_0-mlogloss:0.45679
7699.9s 2937 [180]	validation_0-mlogloss:0.45645
7700.9s 2938 [181]	validation_0-mlogloss:0.45624
7701.8s 2939 [182]	validation_0-mlogloss:0.45608
7702.8s 2940 [183]	validation_0-mlogloss:0.45563
7703.8s 2941 [184]	validation_0-mlogloss:0.45533
7704.8s 2942 [185]	validation_0-mlogloss:0.45467
7705.8s 2943 [186]	validation_0-mlogloss:0.45404
7706.7s 2944 [187]	validation_0-mlogloss:0.45354
7707.7s 2945 [188]	validation_0-mlogloss:0.45313
7708.7s 2946 [189]	validation_0-mlogloss:0.45257
7709.9s 2947 [190]	validation_0-mlogloss:0.45240
7710.9s 2948 [191]	validation_0-mlogloss:0.45212
7711.9s 2949 [192]	validation_0-mlogloss:0.45188
7715.1s 2950 [193]	validation_0-mlogloss:0.45127
7715.1s 2951 [194]	validation_0-mlogloss:0.45084
7715.6s 2952 [195]	validation_0-mlogloss:0.44995
7716.6s 2953 [196]	validation_0-mlogloss:0.44977
7717.7s 2954 [197]	validation_0-mlogloss:0.44945
7718.7s 2955 [198]	validation_0-mlogloss:0.44904
7719.7s 2956 [199]	validation_0-mlogloss:0.44868
7720.8s 2957 [200]	validation_0-mlogloss:0.44852
7721.8s 2958 [201]	validation_0-mlogloss:0.44794
7722.9s 2959 [202]	validation_0-mlogloss:0.44767
7723.9s 2960 [203]	validation_0-mlogloss:0.44733
7725.0s 2961 [204]	validation_0-mlogloss:0.44724
7726.2s 2962 [205]	validation_0-mlogloss:0.44670
7727.2s 2963 [206]	validation_0-mlogloss:0.44650
7728.3s 2964 [207]	validation_0-mlogloss:0.44620
7729.4s 2965 [208]	validation_0-mlogloss:0.44567
7730.5s 2966 [209]	validation_0-mlogloss:0.44485
7731.6s 2967 [210]	validation_0-mlogloss:0.44435
7732.7s 2968 [211]	validation_0-mlogloss:0.44403
7733.8s 2969 [212]	validation_0-mlogloss:0.44354
7734.9s 2970 [213]	validation_0-mlogloss:0.44321
7736.0s 2971 [214]	validation_0-mlogloss:0.44306
7737.2s 2972 [215]	validation_0-mlogloss:0.44248
7738.4s 2973 [216]	validation_0-mlogloss:0.44215
7739.5s 2974 [217]	validation_0-mlogloss:0.44184
7740.6s 2975 [218]	validation_0-mlogloss:0.44165
7741.8s 2976 [219]	validation_0-mlogloss:0.44122
7743.2s 2977 [220]	validation_0-mlogloss:0.44104
7744.3s 2978 [221]	validation_0-mlogloss:0.44082
7747.7s 2979 [222]	validation_0-mlogloss:0.44053
7747.7s 2980 [223]	validation_0-mlogloss:0.44031
7748.4s 2981 [224]	validation_0-mlogloss:0.44008
7749.6s 2982 [225]	validation_0-mlogloss:0.44002
7750.7s 2983 [226]	validation_0-mlogloss:0.43968
7751.9s 2984 [227]	validation_0-mlogloss:0.43952
7753.1s 2985 [228]	validation_0-mlogloss:0.43938
7754.3s 2986 [229]	validation_0-mlogloss:0.43891
7755.5s 2987 [230]	validation_0-mlogloss:0.43861
7756.7s 2988 [231]	validation_0-mlogloss:0.43843
7757.9s 2989 [232]	validation_0-mlogloss:0.43823
7759.2s 2990 [233]	validation_0-mlogloss:0.43816
7760.4s 2991 [234]	validation_0-mlogloss:0.43800
7761.6s 2992 [235]	validation_0-mlogloss:0.43762
7762.8s 2993 [236]	validation_0-mlogloss:0.43742
7764.1s 2994 [237]	validation_0-mlogloss:0.43731
7765.3s 2995 [238]	validation_0-mlogloss:0.43721
7766.6s 2996 [239]	validation_0-mlogloss:0.43695
7767.8s 2997 [240]	validation_0-mlogloss:0.43677
7769.1s 2998 [241]	validation_0-mlogloss:0.43625
7770.4s 2999 [242]	validation_0-mlogloss:0.43569
7771.7s 3000 [243]	validation_0-mlogloss:0.43542
7773.0s 3001 [244]	validation_0-mlogloss:0.43496
7774.2s 3002 [245]	validation_0-mlogloss:0.43486
7775.8s 3003 [246]	validation_0-mlogloss:0.43471
7777.1s 3004 [247]	validation_0-mlogloss:0.43456
7780.4s 3005 [248]	validation_0-mlogloss:0.43428
7780.4s 3006 [249]	validation_0-mlogloss:0.43407
7781.5s 3007 [250]	validation_0-mlogloss:0.43360
7782.9s 3008 [251]	validation_0-mlogloss:0.43333
7784.2s 3009 [252]	validation_0-mlogloss:0.43320
7785.5s 3010 [253]	validation_0-mlogloss:0.43314
7786.8s 3011 [254]	validation_0-mlogloss:0.43286
7788.1s 3012 [255]	validation_0-mlogloss:0.43251
7789.5s 3013 [256]	validation_0-mlogloss:0.43189
7790.8s 3014 [257]	validation_0-mlogloss:0.43181
7792.3s 3015 [258]	validation_0-mlogloss:0.43158
7793.7s 3016 [259]	validation_0-mlogloss:0.43137
7795.1s 3017 [260]	validation_0-mlogloss:0.43114
7796.4s 3018 [261]	validation_0-mlogloss:0.43073
7797.8s 3019 [262]	validation_0-mlogloss:0.43041
7799.1s 3020 [263]	validation_0-mlogloss:0.43033
7800.5s 3021 [264]	validation_0-mlogloss:0.43007
7801.9s 3022 [265]	validation_0-mlogloss:0.42986
7803.4s 3023 [266]	validation_0-mlogloss:0.42978
7804.8s 3024 [267]	validation_0-mlogloss:0.42960
7806.2s 3025 [268]	validation_0-mlogloss:0.42941
7807.6s 3026 [269]	validation_0-mlogloss:0.42885
7809.0s 3027 [270]	validation_0-mlogloss:0.42874
7810.4s 3028 [271]	validation_0-mlogloss:0.42859
7814.0s 3029 [272]	validation_0-mlogloss:0.42808
7814.0s 3030 [273]	validation_0-mlogloss:0.42779
7815.4s 3031 [274]	validation_0-mlogloss:0.42773
7816.9s 3032 [275]	validation_0-mlogloss:0.42757
7818.4s 3033 [276]	validation_0-mlogloss:0.42711
7819.9s 3034 [277]	validation_0-mlogloss:0.42695
7821.3s 3035 [278]	validation_0-mlogloss:0.42679
7822.8s 3036 [279]	validation_0-mlogloss:0.42644
7824.4s 3037 [280]	validation_0-mlogloss:0.42634
7825.9s 3038 [281]	validation_0-mlogloss:0.42611
7827.3s 3039 [282]	validation_0-mlogloss:0.42584
7828.8s 3040 [283]	validation_0-mlogloss:0.42565
7830.3s 3041 [284]	validation_0-mlogloss:0.42560
7831.8s 3042 [285]	validation_0-mlogloss:0.42525
7833.3s 3043 [286]	validation_0-mlogloss:0.42491
7834.7s 3044 [287]	validation_0-mlogloss:0.42465
7836.4s 3045 [288]	validation_0-mlogloss:0.42447
7838.0s 3046 [289]	validation_0-mlogloss:0.42432
7839.5s 3047 [290]	validation_0-mlogloss:0.42401
7841.0s 3048 [291]	validation_0-mlogloss:0.42352
7842.5s 3049 [292]	validation_0-mlogloss:0.42327
7845.9s 3050 [293]	validation_0-mlogloss:0.42297
7845.9s 3051 [294]	validation_0-mlogloss:0.42281
7847.5s 3052 [295]	validation_0-mlogloss:0.42248
7849.1s 3053 [296]	validation_0-mlogloss:0.42215
7850.8s 3054 [297]	validation_0-mlogloss:0.42193
7852.4s 3055 [298]	validation_0-mlogloss:0.42177
7853.9s 3056 [299]	validation_0-mlogloss:0.42155
7855.5s 3057 [300]	validation_0-mlogloss:0.42149
7857.1s 3058 [301]	validation_0-mlogloss:0.42113
7858.7s 3059 [302]	validation_0-mlogloss:0.42064
7860.3s 3060 [303]	validation_0-mlogloss:0.42018
7861.8s 3061 [304]	validation_0-mlogloss:0.41976
7863.4s 3062 [305]	validation_0-mlogloss:0.41963
7865.0s 3063 [306]	validation_0-mlogloss:0.41934
7866.6s 3064 [307]	validation_0-mlogloss:0.41875
7868.3s 3065 [308]	validation_0-mlogloss:0.41805
7869.9s 3066 [309]	validation_0-mlogloss:0.41758
7871.6s 3067 [310]	validation_0-mlogloss:0.41713
7873.2s 3068 [311]	validation_0-mlogloss:0.41707
7874.8s 3069 [312]	validation_0-mlogloss:0.41700
7878.2s 3070 [313]	validation_0-mlogloss:0.41682
7878.3s 3071 [314]	validation_0-mlogloss:0.41640
7880.0s 3072 [315]	validation_0-mlogloss:0.41603
7881.7s 3073 [316]	validation_0-mlogloss:0.41593
7883.5s 3074 [317]	validation_0-mlogloss:0.41591
7885.2s 3075 [318]	validation_0-mlogloss:0.41574
7886.8s 3076 [319]	validation_0-mlogloss:0.41560
7888.5s 3077 [320]	validation_0-mlogloss:0.41544
7890.3s 3078 [321]	validation_0-mlogloss:0.41520
7892.0s 3079 [322]	validation_0-mlogloss:0.41503
7893.6s 3080 [323]	validation_0-mlogloss:0.41490
7895.3s 3081 [324]	validation_0-mlogloss:0.41484
7897.0s 3082 [325]	validation_0-mlogloss:0.41478
7898.7s 3083 [326]	validation_0-mlogloss:0.41451
7900.4s 3084 [327]	validation_0-mlogloss:0.41431
7902.2s 3085 [328]	validation_0-mlogloss:0.41421
7903.9s 3086 [329]	validation_0-mlogloss:0.41408
7905.6s 3087 [330]	validation_0-mlogloss:0.41367
7907.4s 3088 [331]	validation_0-mlogloss:0.41349
7911.0s 3089 [332]	validation_0-mlogloss:0.41329
7911.1s 3090 [333]	validation_0-mlogloss:0.41313
7913.0s 3091 [334]	validation_0-mlogloss:0.41273
7914.8s 3092 [335]	validation_0-mlogloss:0.41250
7916.7s 3093 [336]	validation_0-mlogloss:0.41237
7918.6s 3094 [337]	validation_0-mlogloss:0.41226
7920.3s 3095 [338]	validation_0-mlogloss:0.41193
7922.1s 3096 [339]	validation_0-mlogloss:0.41149
7924.1s 3097 [340]	validation_0-mlogloss:0.41133
7925.9s 3098 [341]	validation_0-mlogloss:0.41122
7927.6s 3099 [342]	validation_0-mlogloss:0.41118
7929.4s 3100 [343]	validation_0-mlogloss:0.41110
7931.2s 3101 [344]	validation_0-mlogloss:0.41101
7933.0s 3102 [345]	validation_0-mlogloss:0.41081
7934.9s 3103 [346]	validation_0-mlogloss:0.41079
7936.7s 3104 [347]	validation_0-mlogloss:0.41064
7938.5s 3105 [348]	validation_0-mlogloss:0.41061
7940.3s 3106 [349]	validation_0-mlogloss:0.41043
7943.9s 3107 [350]	validation_0-mlogloss:0.41038
7944.2s 3108 [351]	validation_0-mlogloss:0.41007
7946.1s 3109 [352]	validation_0-mlogloss:0.41003
7948.0s 3110 [353]	validation_0-mlogloss:0.40968
7949.8s 3111 [354]	validation_0-mlogloss:0.40962
7951.6s 3112 [355]	validation_0-mlogloss:0.40949
7953.5s 3113 [356]	validation_0-mlogloss:0.40934
7955.3s 3114 [357]	validation_0-mlogloss:0.40927
7957.3s 3115 [358]	validation_0-mlogloss:0.40921
7959.2s 3116 [359]	validation_0-mlogloss:0.40909
7961.0s 3117 [360]	validation_0-mlogloss:0.40883
7962.9s 3118 [361]	validation_0-mlogloss:0.40876
7964.9s 3119 [362]	validation_0-mlogloss:0.40864
7966.8s 3120 [363]	validation_0-mlogloss:0.40859
7968.9s 3121 [364]	validation_0-mlogloss:0.40814
7970.8s 3122 [365]	validation_0-mlogloss:0.40802
7972.7s 3123 [366]	validation_0-mlogloss:0.40784
7976.4s 3124 [367]	validation_0-mlogloss:0.40763
7976.8s 3125 [368]	validation_0-mlogloss:0.40752
7978.8s 3126 [369]	validation_0-mlogloss:0.40748
7980.7s 3127 [370]	validation_0-mlogloss:0.40719
7982.6s 3128 [371]	validation_0-mlogloss:0.40704
7984.6s 3129 [372]	validation_0-mlogloss:0.40691
7986.5s 3130 [373]	validation_0-mlogloss:0.40669
7988.5s 3131 [374]	validation_0-mlogloss:0.40652
7990.5s 3132 [375]	validation_0-mlogloss:0.40636
7992.5s 3133 [376]	validation_0-mlogloss:0.40617
7994.4s 3134 [377]	validation_0-mlogloss:0.40587
7996.4s 3135 [378]	validation_0-mlogloss:0.40576
7998.5s 3136 [379]	validation_0-mlogloss:0.40561
8000.6s 3137 [380]	validation_0-mlogloss:0.40556
8002.6s 3138 [381]	validation_0-mlogloss:0.40534
8004.7s 3139 [382]	validation_0-mlogloss:0.40507
8008.5s 3140 [383]	validation_0-mlogloss:0.40499
8008.9s 3141 [384]	validation_0-mlogloss:0.40472
8011.0s 3142 [385]	validation_0-mlogloss:0.40449
8013.1s 3143 [386]	validation_0-mlogloss:0.40430
8015.1s 3144 [387]	validation_0-mlogloss:0.40417
8017.1s 3145 [388]	validation_0-mlogloss:0.40383
8019.1s 3146 [389]	validation_0-mlogloss:0.40369
8021.2s 3147 [390]	validation_0-mlogloss:0.40361
8023.3s 3148 [391]	validation_0-mlogloss:0.40361
8025.4s 3149 [392]	validation_0-mlogloss:0.40352
8027.5s 3150 [393]	validation_0-mlogloss:0.40351
8029.7s 3151 [394]	validation_0-mlogloss:0.40339
8031.8s 3152 [395]	validation_0-mlogloss:0.40311
8034.0s 3153 [396]	validation_0-mlogloss:0.40285
8036.0s 3154 [397]	validation_0-mlogloss:0.40254
8038.1s 3155 [398]	validation_0-mlogloss:0.40236
8042.3s 3156 [399]	validation_0-mlogloss:0.40216
8042.3s 3157 [32m[I 2022-06-15 18:16:48,643][0m Trial 19 finished with value: 0.8389464594127807 and parameters: {'xgb_est': 400, 'xgb_lr': 0.1, 'xgb_booster': 'dart'}. Best is trial 15 with value: 0.8389464594127807.[0m
8042.3s 3158 precision    recall  f1-score   support
8042.3s 3159 
8042.3s 3160 0       1.00      1.00      1.00       413
8042.3s 3161 1       0.71      0.75      0.73       413
8042.3s 3162 2       0.91      0.96      0.93       411
8042.3s 3163 3       1.00      0.99      1.00       389
8042.3s 3164 4       0.63      0.62      0.63       380
8042.3s 3165 5       0.77      0.65      0.70       310
8042.3s 3166 
8042.3s 3167 accuracy                           0.84      2316
8042.3s 3168 macro avg       0.83      0.83      0.83      2316
8042.3s 3169 weighted avg       0.84      0.84      0.84      2316
8042.3s 3170 
8042.3s 3171 {'xgb_est': 200, 'xgb_lr': 0.01, 'xgb_booster': 'gbtree'}
8042.3s 3172 0 : [0.7452504317789291]
8042.3s 3173 {'xgb_est': 200, 'xgb_lr': 0.001, 'xgb_booster': 'gblinear'}
8042.3s 3174 1 : [0.5660621761658031]
8042.3s 3175 {'xgb_est': 500, 'xgb_lr': 0.01, 'xgb_booster': 'gblinear'}
8042.3s 3176 2 : [0.6744386873920553]
8042.3s 3177 {'xgb_est': 200, 'xgb_lr': 0.001, 'xgb_booster': 'dart'}
8042.3s 3178 3 : [0.7107081174438687]
8042.3s 3179 {'xgb_est': 500, 'xgb_lr': 0.01, 'xgb_booster': 'dart'}
8042.3s 3180 4 : [0.7780656303972366]
8042.3s 3181 {'xgb_est': 300, 'xgb_lr': 0.001, 'xgb_booster': 'gblinear'}
8042.3s 3182 5 : [0.5764248704663213]
8042.3s 3183 {'xgb_est': 400, 'xgb_lr': 0.001, 'xgb_booster': 'gblinear'}
8042.3s 3184 6 : [0.5967184801381693]
8042.3s 3185 {'xgb_est': 200, 'xgb_lr': 0.01, 'xgb_booster': 'gblinear'}
8042.3s 3186 7 : [0.646804835924007]
8042.3s 3187 {'xgb_est': 100, 'xgb_lr': 0.1, 'xgb_booster': 'gblinear'}
8042.3s 3188 8 : [0.6791882556131261]
8042.3s 3189 {'xgb_est': 100, 'xgb_lr': 0.1, 'xgb_booster': 'gbtree'}
8042.3s 3190 9 : [0.8009499136442142]
8042.3s 3191 {'xgb_est': 100, 'xgb_lr': 0.1, 'xgb_booster': 'gbtree'}
8042.3s 3192 10 : [0.8009499136442142]
8042.3s 3193 {'xgb_est': 100, 'xgb_lr': 0.1, 'xgb_booster': 'gbtree'}
8042.3s 3194 11 : [0.8009499136442142]
8042.3s 3195 {'xgb_est': 100, 'xgb_lr': 0.1, 'xgb_booster': 'gbtree'}
8042.3s 3196 12 : [0.8009499136442142]
8042.3s 3197 {'xgb_est': 100, 'xgb_lr': 0.1, 'xgb_booster': 'gbtree'}
8042.3s 3198 13 : [0.8009499136442142]
8042.3s 3199 {'xgb_est': 100, 'xgb_lr': 0.1, 'xgb_booster': 'gbtree'}
8042.3s 3200 14 : [0.8009499136442142]
8042.3s 3201 {'xgb_est': 400, 'xgb_lr': 0.1, 'xgb_booster': 'gbtree'}
8042.3s 3202 15 : [0.8389464594127807]
8042.3s 3203 {'xgb_est': 400, 'xgb_lr': 0.1, 'xgb_booster': 'gbtree'}
8042.3s 3204 16 : [0.8389464594127807]
8042.3s 3205 {'xgb_est': 400, 'xgb_lr': 0.1, 'xgb_booster': 'dart'}
8042.3s 3206 17 : [0.8389464594127807]
8042.3s 3207 {'xgb_est': 400, 'xgb_lr': 0.1, 'xgb_booster': 'dart'}
8042.3s 3208 18 : [0.8389464594127807]
8042.3s 3209 {'xgb_est': 400, 'xgb_lr': 0.1, 'xgb_booster': 'dart'}
8042.3s 3210 19 : [0.8389464594127807]
8042.3s 3211 Best params for fold : [2/10]
8042.3s 3212 {'xgb_est': 400, 'xgb_lr': 0.1, 'xgb_booster': 'gbtree'}
8042.3s 3213 [18:16:48] WARNING: ../src/learner.cc:627:
8042.3s 3214 Parameters: { "xgb_booster", "xgb_est", "xgb_lr" } might not be used.
8042.3s 3215 
8042.3s 3216 This could be a false alarm, with some parameters getting used by language bindings but
8042.3s 3217 then being mistakenly passed down to XGBoost core, or some parameter actually being used
8042.3s 3218 but getting flagged wrongly here. Please open an issue if you find any such cases.
8042.3s 3219 
8042.3s 3220 
8106.1s 3221 [++] Saving the model and parameters in corresponding directories
8106.1s 3222 0: [0.7452504317789291]
8106.1s 3223 1: [0.5660621761658031]
8106.1s 3224 2: [0.6744386873920553]
8106.1s 3225 3: [0.7107081174438687]
8106.1s 3226 4: [0.7780656303972366]
8106.1s 3227 5: [0.5764248704663213]
8106.1s 3228 6: [0.5967184801381693]
8106.1s 3229 7: [0.646804835924007]
8106.1s 3230 8: [0.6791882556131261]
8106.1s 3231 9: [0.8009499136442142]
8106.1s 3232 10: [0.8009499136442142]
8106.1s 3233 11: [0.8009499136442142]
8106.1s 3234 12: [0.8009499136442142]
8106.1s 3235 13: [0.8009499136442142]
8106.1s 3236 14: [0.8009499136442142]
8106.1s 3237 15: [0.8389464594127807]
8106.1s 3238 16: [0.8389464594127807]
8106.1s 3239 17: [0.8389464594127807]
8106.1s 3240 18: [0.8389464594127807]
8106.1s 3241 19: [0.8389464594127807]
8106.1s 3242 [++] Ended the training process for fold 2
8116.3s 3243 /opt/conda/lib/python3.7/site-packages/traitlets/traitlets.py:2755: FutureWarning: --Exporter.preprocessors=["remove_papermill_header.RemovePapermillHeader"] for containers is deprecated in traitlets 5.0. You can pass `--Exporter.preprocessors item` ... multiple times to add items to a list.
8116.3s 3244 FutureWarning,
8116.3s 3245 [NbConvertApp] Converting notebook __notebook__.ipynb to notebook
8119.8s 3246 [NbConvertApp] Writing 1076168 bytes to __notebook__.ipynb
8122.2s 3247 /opt/conda/lib/python3.7/site-packages/traitlets/traitlets.py:2755: FutureWarning: --Exporter.preprocessors=["nbconvert.preprocessors.ExtractOutputPreprocessor"] for containers is deprecated in traitlets 5.0. You can pass `--Exporter.preprocessors item` ... multiple times to add items to a list.
8122.2s 3248 FutureWarning,
8122.2s 3249 [NbConvertApp] Converting notebook __notebook__.ipynb to html
8123.0s 3250 [NbConvertApp] Writing 1144473 bytes to __results__.html
